index,geneDescription,pos,geneId,cluster
8,CDC2 Chr:10q21.1,532,203213_at,G186
9,EZH2 Chr:7q35-q36,553,203358_s_at,G186
10,PTTG1 Chr:5q35.1,584,203554_x_at,G186
1,TOP2A Chr:17q21-q22,276,201291_s_at,G188
1,TOP2A Chr:17q21-q22,276,201291_s_at,G190
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G191
1,TOP2A Chr:17q21-q22,276,201291_s_at,G189
21,CDCA1 Chr:1q23.2,2377,223381_at,G187
22,E2F7 Chr:12q21.1,2843,228033_at,G187
23,FLJ11029 Chr:17q23.2,2878,228273_at,G187
24,CCNB1 Chr:5q12,2941,228729_at,G187
11,GGH Chr:8q12.2,585,203560_at,G186
12,BUB1B Chr:15q15,617,203755_at,G186
13,DLG7 Chr:14q22.2,618,203764_at,G186
14,ZWINT Chr:10q21-q22,669,204026_s_at,G186
15,TRIP13 Chr:5p15.33,671,204033_at,G186
16,PIR51 Chr:12p13.2-p13.1,697,204146_at,G186
17,KNTC2 Chr:18p11.31,704,204162_at,G186
18,SMC2L1 Chr:9q31.2,719,204240_s_at,G186
19,KIF11 Chr:10q24.1,759,204444_at,G186
20,NEK2 Chr:1q32.2-q41,801,204641_at,G186
2,TOP2A Chr:17q21-q22,277,201292_at,G188
3,RRM2 Chr:2p25-p24,344,201890_at,G188
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G188
5,CCNB2 Chr:15q21.3,459,202705_at,G188
6,CDC2 Chr:10q21.1,532,203213_at,G188
7,KNTC2 Chr:18p11.31,704,204162_at,G188
8,CENPA Chr:2p24-p21,868,204962_s_at,G188
9,HIST1H4C Chr:6p21.3,1038,205967_at,G188
10,APOBEC3B Chr:22q13.1-q13.2,1115,206632_s_at,G188
2,TOP2A Chr:17q21-q22,277,201292_at,G190
3,CDC2 Chr:10q21.1,532,203213_at,G190
4,EZH2 Chr:7q35-q36,553,203358_s_at,G190
5,BUB1B Chr:15q15,617,203755_at,G190
6,ZWINT Chr:10q21-q22,669,204026_s_at,G190
7,PIR51 Chr:12p13.2-p13.1,697,204146_at,G190
8,KNTC2 Chr:18p11.31,704,204162_at,G190
9,CKS2 Chr:9q22,707,204170_s_at,G190
10,MELK Chr:9p13.1,848,204825_at,G190
11,CDC2 Chr:10q21.1,1475,210559_s_at,G190
2,COL6A3 Chr:2q37,294,201438_at,G191
3,LUM Chr:12q21.3-q22,325,201744_s_at,G191
4,COL3A1 Chr:2q31,338,201852_x_at,G191
5,MGP Chr:12p13.1-p12.3,394,202291_s_at,G191
6,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G191
7,COL1A2 Chr:7q22.1,409,202403_s_at,G191
8,COL1A2 Chr:7q22.1,410,202404_s_at,G191
9,PCOLCE Chr:7q22,424,202465_at,G191
10,IGFBP6 Chr:12q13,631,203851_at,G191
11,LTBP2 Chr:14q24,812,204682_at,G191
2,TOP2A Chr:17q21-q22,277,201292_at,G189
3,RRM2 Chr:2p25-p24,344,201890_at,G189
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G189
5,FOXM1 Chr:12p13,439,202580_x_at,G189
6,CCNB2 Chr:15q21.3,459,202705_at,G189
7,CDC2 Chr:10q21.1,532,203213_at,G189
8,EZH2 Chr:7q35-q36,553,203358_s_at,G189
9,MAD2L1 Chr:4q27,554,203362_s_at,G189
10,PTTG1 Chr:5q35.1,584,203554_x_at,G189
11,GGH Chr:8q12.2,585,203560_at,G189
21,TTK Chr:6q13-q21,846,204822_at,G186
22,MELK Chr:9p13.1,848,204825_at,G186
23,CENPA Chr:2p24-p21,868,204962_s_at,G186
24,CHEK1 Chr:11q24-q24,941,205394_at,G186
25,KIAA0186 Chr:20p11.21,1062,206102_at,G186
26,HMMR Chr:5q33.2-qter,1159,207165_at,G186
27,CENPF Chr:1q32-q41,1192,207828_s_at,G186
28,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G186
29,CENPF Chr:1q32-q41,1288,209172_s_at,G186
30,RRM2 Chr:2p25-p24,1383,209773_s_at,G186
11,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G188
12,PMSCL1 Chr:4q27,1681,213226_at,G188
13,KIF4A Chr:xq13.1,2019,218355_at,G188
14,KLIP1 Chr:4q35.1,2069,218883_s_at,G188
15,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G188
16,MGC57827 ---,2562,225834_at,G188
17,AF15Q14 Chr:15q14,2882,228323_at,G188
18,KIF14 Chr:1pter-q31.3,3503,236641_at,G188
12,NUSAP1 Chr:15q14,2003,218039_at,G190
13,KLIP1 Chr:4q35.1,2069,218883_s_at,G190
14,TOPK Chr:8p21.2,2094,219148_at,G190
15,MGC57827 ---,2562,225834_at,G190
16,KLIP1 Chr:4q35.1,3018,229305_at,G190
17,LOC283431 Chr:12q23.3,3593,238756_at,G190
12,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G191
13,--- ---,1511,211161_s_at,G191
14,COL3A1 Chr:2q31,1892,215076_s_at,G191
15,CTHRC1 Chr:8q22.3,2543,225681_at,G191
16,COL1A2 Chr:7q22.1,3001,229218_at,G191
12,BUB1B Chr:15q15,617,203755_at,G189
13,DLG7 Chr:14q22.2,618,203764_at,G189
14,ZWINT Chr:10q21-q22,669,204026_s_at,G189
15,TRIP13 Chr:5p15.33,671,204033_at,G189
16,PIR51 Chr:12p13.2-p13.1,697,204146_at,G189
17,KNTC2 Chr:18p11.31,704,204162_at,G189
18,SMC2L1 Chr:9q31.2,719,204240_s_at,G189
19,ASK Chr:7q21.3,720,204244_s_at,G189
20,NEK2 Chr:1q32.2-q41,801,204641_at,G189
21,TTK Chr:6q13-q21,846,204822_at,G189
31,TPX2 Chr:20q11.2,1429,210052_s_at,G186
32,CDC2 Chr:10q21.1,1475,210559_s_at,G186
33,FLJ10719 Chr:15q25-q26,1657,213007_at,G186
34,PMSCL1 Chr:4q27,1681,213226_at,G186
35,MYBL1 Chr:8q22,1776,213906_at,G186
36,CCNB1 Chr:5q12,1858,214710_s_at,G186
37,MCM5 Chr:22q13.1,1943,216237_s_at,G186
38,PRC1 Chr:15q26.1,2002,218009_s_at,G186
39,NUSAP1 Chr:15q14,2003,218039_at,G186
40,KIF4A Chr:xq13.1,2019,218355_at,G186
22,MELK Chr:9p13.1,848,204825_at,G189
23,CENPA Chr:2p24-p21,868,204962_s_at,G189
24,CENPE Chr:4q24-q25,886,205046_at,G189
25,CHEK1 Chr:11q24-q24,941,205394_at,G189
26,HIST1H4C Chr:6p21.3,1038,205967_at,G189
27,KIAA0186 Chr:20p11.21,1062,206102_at,G189
28,APOBEC3B Chr:22q13.1-q13.2,1115,206632_s_at,G189
29,HMMR Chr:5q33.2-qter,1159,207165_at,G189
30,CENPF Chr:1q32-q41,1192,207828_s_at,G189
31,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G189
41,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G186
42,HCAP-G Chr:4p16-p15,2040,218662_s_at,G186
43,HCAP-G Chr:4p16-p15,2041,218663_at,G186
44,KIF20A Chr:5q31,2052,218755_at,G186
45,KLIP1 Chr:4q35.1,2069,218883_s_at,G186
46,TOPK Chr:8p21.2,2094,219148_at,G186
47,KNSL7 Chr:3p21.32,2116,219306_at,G186
48,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G186
49,ASPM Chr:1q31,2178,219918_s_at,G186
32,CENPF Chr:1q32-q41,1288,209172_s_at,G189
33,BUB1 Chr:2q14,1362,209642_at,G189
34,RRM2 Chr:2p25-p24,1383,209773_s_at,G189
35,TPX2 Chr:20q11.2,1429,210052_s_at,G189
36,CDC2 Chr:10q21.1,1475,210559_s_at,G189
37,PMSCL1 Chr:4q27,1681,213226_at,G189
38,CCNB1 Chr:5q12,1858,214710_s_at,G189
39,PRC1 Chr:15q26.1,2002,218009_s_at,G189
40,NUSAP1 Chr:15q14,2003,218039_at,G189
41,KIF4A Chr:xq13.1,2019,218355_at,G189
50,KLHL7 Chr:7p15.3,2200,220239_at,G186
51,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G186
52,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G186
53,HSPC150 Chr:1q32.1,2365,223229_at,G186
54,CDCA1 Chr:1q23.2,2377,223381_at,G186
55,XTP1 Chr:5q12.1,2704,226980_at,G186
56,NDE1 Chr:16p13.11,2745,227249_at,G186
57,--- ---,2756,227350_at,G186
58,E2F7 Chr:12q21.1,2843,228033_at,G186
59,AF15Q14 Chr:15q14,2882,228323_at,G186
42,HCAP-G Chr:4p16-p15,2040,218662_s_at,G189
43,KIF20A Chr:5q31,2052,218755_at,G189
44,FBXO5 Chr:6q25-q26,2066,218875_s_at,G189
45,KLIP1 Chr:4q35.1,2069,218883_s_at,G189
46,TOPK Chr:8p21.2,2094,219148_at,G189
47,KNSL7 Chr:3p21.32,2116,219306_at,G189
48,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G189
49,ASPM Chr:1q31,2178,219918_s_at,G189
50,KLHL7 Chr:7p15.3,2200,220239_at,G189
60,CCNB1 Chr:5q12,2941,228729_at,G186
61,KLIP1 Chr:4q35.1,3018,229305_at,G186
62,IQGAP3 Chr:1q23.1,3039,229490_s_at,G186
63,LOC283431 Chr:12q23.3,3593,238756_at,G186
64,FANCD2 Chr:3p26,3751,242560_at,G186
51,LOC146909 Chr:17q21.31,2289,222039_at,G189
52,RACGAP1 Chr:12q13.12,2292,222077_s_at,G189
53,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G189
54,ATAD2 Chr:8q24.13,2324,222740_at,G189
55,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G189
56,HSPC150 Chr:1q32.1,2365,223229_at,G189
57,CDCA1 Chr:1q23.2,2377,223381_at,G189
58,MGC57827 ---,2562,225834_at,G189
59,E2F7 Chr:12q21.1,2843,228033_at,G189
60,FLJ11029 Chr:17q23.2,2878,228273_at,G189
61,AF15Q14 Chr:15q14,2882,228323_at,G189
62,CCNB1 Chr:5q12,2941,228729_at,G189
63,IQGAP3 Chr:1q23.1,3039,229490_s_at,G189
64,SGOL2 Chr:2q33.2,3118,230165_at,G189
65,KIF14 Chr:1pter-q31.3,3503,236641_at,G189
66,LOC283431 Chr:12q23.3,3593,238756_at,G189
1,LAMC1 Chr:1q31,220,200771_at,G193
1,KDELR2 Chr:7p22.2,216,200700_s_at,G192
2,LUM Chr:12q21.3-q22,325,201744_s_at,G193
3,C1QR1 Chr:20p11.22,487,202878_s_at,G193
4,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G193
5,CDH5 Chr:16q22.1,808,204677_at,G193
6,ENPEP Chr:4q25,851,204844_at,G193
7,ANGPT2 Chr:8p23.1,984,205572_at,G193
8,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G193
9,COL6A2 Chr:21q22.3,1281,209156_s_at,G193
10,ANGPT2 Chr:8p23.1,1510,211148_s_at,G193
2,LAMC1 Chr:1q31,220,200771_at,G192
3,LAMB1 Chr:7q22,299,201505_at,G192
4,SEC24D Chr:4q27,403,202375_at,G192
5,LOXL2 Chr:8p21.3-p21.2,511,202998_s_at,G192
6,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G192
7,NID2 Chr:14q21-q22,689,204114_at,G192
8,EDNRA Chr:4q31.22,765,204464_s_at,G192
9,SERPINH1 Chr:11q13.5,1183,207714_s_at,G192
10,LAMB1 Chr:7q22,1532,211651_s_at,G192
11,COL4A2 Chr:13q34,1556,211964_at,G192
11,COL13A1 Chr:10q22,1516,211343_s_at,G193
12,COL4A2 Chr:13q34,1557,211966_at,G193
13,COL4A1 Chr:13q34,1558,211980_at,G193
14,COL4A1 Chr:13q34,1559,211981_at,G193
15,NRP1 Chr:10p12,1586,212298_at,G193
16,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G193
17,ELTD1 Chr:1p33-p32,2092,219134_at,G193
18,NOX4 Chr:11q14.2-q21,2166,219773_at,G193
19,COL5A2 Chr:2q14-q32,2259,221730_at,G193
20,--- ---,2613,226311_at,G193
12,COL4A2 Chr:13q34,1557,211966_at,G192
13,COL4A1 Chr:13q34,1558,211980_at,G192
14,COL4A1 Chr:13q34,1559,211981_at,G192
15,SNAI2 Chr:8q11,1670,213139_at,G192
16,PLXDC1 Chr:17q21.1,1807,214081_at,G192
17,COL5A2 Chr:2q14-q32,2258,221729_at,G192
18,COL5A2 Chr:2q14-q32,2259,221730_at,G192
19,MGC4677 Chr:2p11.2,2557,225799_at,G192
20,ITGA1 Chr:5q11.2,2669,226731_at,G192
21,--- ---,2798,227628_at,G192
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G194
21,ITGA1 Chr:5q11.2,2669,226731_at,G193
22,FLJ12847 Chr:8p23.1,3456,236034_at,G193
23,FAM20A Chr:17q24.3,3717,241981_at,G193
22,--- ---,2949,228776_at,G192
2,LAMC1 Chr:1q31,220,200771_at,G194
3,LAMB1 Chr:7q22,299,201505_at,G194
4,LUM Chr:12q21.3-q22,325,201744_s_at,G194
5,COL3A1 Chr:2q31,338,201852_x_at,G194
6,VWF Chr:12p13.3,371,202112_at,G194
7,SEC24D Chr:4q27,403,202375_at,G194
8,COL1A2 Chr:7q22.1,410,202404_s_at,G194
9,C1QR1 Chr:20p11.22,487,202878_s_at,G194
10,LOXL2 Chr:8p21.3-p21.2,511,202998_s_at,G194
11,COL5A1 Chr:9q34.2-q34.3,551,203325_s_at,G194
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G195
12,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G194
13,CDH5 Chr:16q22.1,808,204677_at,G194
14,LTBP2 Chr:14q24,812,204682_at,G194
15,ENPEP Chr:4q25,851,204844_at,G194
16,SRPUL Chr:xq21.33-q23,967,205499_at,G194
17,ANGPT2 Chr:8p23.1,984,205572_at,G194
18,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G194
19,COL6A2 Chr:21q22.3,1281,209156_s_at,G194
20,DKFZp564I1922 Chr:xp22.33,1353,209596_at,G194
2,COL6A3 Chr:2q37,294,201438_at,G195
3,COL3A1 Chr:2q31,338,201852_x_at,G195
4,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G195
5,COL1A2 Chr:7q22.1,409,202403_s_at,G195
6,COL1A2 Chr:7q22.1,410,202404_s_at,G195
7,FBN1 Chr:15q21.1,472,202766_s_at,G195
8,CDH5 Chr:16q22.1,808,204677_at,G195
9,DKFZp564I1922 Chr:xp22.33,1353,209596_at,G195
10,FN1 Chr:2q34,1468,210495_x_at,G195
11,--- ---,1511,211161_s_at,G195
21,FN1 Chr:2q34,1468,210495_x_at,G194
22,ANGPT2 Chr:8p23.1,1510,211148_s_at,G194
23,--- ---,1511,211161_s_at,G194
24,COL13A1 Chr:10q22,1516,211343_s_at,G194
25,FN1 Chr:2q34,1541,211719_x_at,G194
26,COL4A2 Chr:13q34,1556,211964_at,G194
27,COL4A2 Chr:13q34,1557,211966_at,G194
28,COL4A1 Chr:13q34,1558,211980_at,G194
29,COL4A1 Chr:13q34,1559,211981_at,G194
30,NRP1 Chr:10p12,1586,212298_at,G194
12,FN1 Chr:2q34,1541,211719_x_at,G195
13,COL4A1 Chr:13q34,1558,211980_at,G195
14,FN1 Chr:2q34,1600,212464_s_at,G195
15,COL3A1 Chr:2q31,1892,215076_s_at,G195
16,FN1 Chr:2q34,1948,216442_x_at,G195
17,ETS1 Chr:11q23.3,2464,224833_at,G195
18,CTHRC1 Chr:8q22.3,2543,225681_at,G195
31,MYO1B Chr:2q12-q34,1596,212364_at,G194
32,FN1 Chr:2q34,1600,212464_s_at,G194
33,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G194
34,COL5A1 Chr:9q34.2-q34.3,1604,212489_at,G194
35,SNAI2 Chr:8q11,1670,213139_at,G194
36,COL3A1 Chr:2q31,1892,215076_s_at,G194
37,FN1 Chr:2q34,1948,216442_x_at,G194
38,LXN Chr:3q25.32,2049,218729_at,G194
39,ELTD1 Chr:1p33-p32,2092,219134_at,G194
40,NOX4 Chr:11q14.2-q21,2166,219773_at,G194
41,COL5A2 Chr:2q14-q32,2258,221729_at,G194
42,COL5A2 Chr:2q14-q32,2259,221730_at,G194
43,ETS1 Chr:11q23.3,2464,224833_at,G194
44,MGC4677 Chr:2p11.2,2557,225799_at,G194
45,--- ---,2613,226311_at,G194
46,ITGA1 Chr:5q11.2,2669,226731_at,G194
47,ADAM12 Chr:10q26.3,2678,226777_at,G194
48,COL1A2 Chr:7q22.1,3001,229218_at,G194
49,LOC116441 Chr:3q24,3103,230061_at,G194
50,FLJ12847 Chr:8p23.1,3456,236034_at,G194
51,FAM20A Chr:17q24.3,3717,241981_at,G194
1,KDELR2 Chr:7p22.2,216,200700_s_at,G196
2,LUM Chr:12q21.3-q22,325,201744_s_at,G196
3,LAMA4 Chr:6q21,381,202202_s_at,G196
4,MGP Chr:12p13.1-p12.3,394,202291_s_at,G196
5,PCOLCE Chr:7q22,424,202465_at,G196
6,C1QR1 Chr:20p11.22,487,202878_s_at,G196
7,ADAM12 Chr:10q26.3,503,202952_s_at,G196
8,LTBP2 Chr:14q24,812,204682_at,G196
9,SRPUL Chr:xq21.33-q23,967,205499_at,G196
10,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G196
11,COL6A2 Chr:21q22.3,1281,209156_s_at,G196
12,COL4A2 Chr:13q34,1556,211964_at,G196
13,COL4A2 Chr:13q34,1557,211966_at,G196
14,NRP1 Chr:10p12,1586,212298_at,G196
15,OLFML2B Chr:1q23.1,1667,213125_at,G196
16,ADAM12 Chr:10q26.3,1751,213790_at,G196
17,ELTD1 Chr:1p33-p32,2092,219134_at,G196
18,MGC4677 Chr:2p11.2,2557,225799_at,G196
19,--- ---,2613,226311_at,G196
20,ADAM12 Chr:10q26.3,2678,226777_at,G196
21,FAM20A Chr:17q24.3,2679,226804_at,G196
22,--- ---,2798,227628_at,G196
23,LOC116441 Chr:3q24,3103,230061_at,G196
24,FLJ12847 Chr:8p23.1,3531,237261_at,G196
25,FAM20A Chr:17q24.3,3717,241981_at,G196
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G198
1,LAMB1 Chr:7q22,299,201505_at,G197
1,KDELR2 Chr:7p22.2,216,200700_s_at,G199
2,LAMC1 Chr:1q31,220,200771_at,G198
3,COL6A3 Chr:2q37,294,201438_at,G198
4,LAMB1 Chr:7q22,299,201505_at,G198
5,LUM Chr:12q21.3-q22,325,201744_s_at,G198
6,COL3A1 Chr:2q31,338,201852_x_at,G198
7,NID Chr:1q43,358,202007_at,G198
8,LAMA4 Chr:6q21,381,202202_s_at,G198
9,MGP Chr:12p13.1-p12.3,394,202291_s_at,G198
10,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G198
11,COL1A2 Chr:7q22.1,409,202403_s_at,G198
2,NID Chr:1q43,358,202007_at,G197
3,COL5A1 Chr:9q34.2-q34.3,551,203325_s_at,G197
4,KDELR3 Chr:22q13.1,666,204017_at,G197
5,EDNRA Chr:4q31.22,765,204464_s_at,G197
6,ANGPT2 Chr:8p23.1,1510,211148_s_at,G197
7,LAMB1 Chr:7q22,1532,211651_s_at,G197
8,COL4A1 Chr:13q34,1559,211981_at,G197
9,MYO1B Chr:2q12-q34,1596,212364_at,G197
10,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G197
11,COL5A1 Chr:9q34.2-q34.3,1604,212489_at,G197
2,LAMC1 Chr:1q31,220,200771_at,G199
3,LAMB1 Chr:7q22,299,201505_at,G199
4,NID Chr:1q43,358,202007_at,G199
5,LAMA4 Chr:6q21,381,202202_s_at,G199
6,ENPEP Chr:4q25,851,204844_at,G199
7,SERPINH1 Chr:11q13.5,1183,207714_s_at,G199
8,FN1 Chr:2q34,1468,210495_x_at,G199
9,LAMB1 Chr:7q22,1532,211651_s_at,G199
10,FN1 Chr:2q34,1541,211719_x_at,G199
11,COL4A2 Chr:13q34,1556,211964_at,G199
12,COL4A2 Chr:13q34,1557,211966_at,G199
12,COL1A2 Chr:7q22.1,410,202404_s_at,G198
13,PCOLCE Chr:7q22,424,202465_at,G198
14,FBN1 Chr:15q21.1,472,202766_s_at,G198
15,C1QR1 Chr:20p11.22,487,202878_s_at,G198
16,IGFBP6 Chr:12q13,631,203851_at,G198
17,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G198
18,EDNRA Chr:4q31.22,765,204464_s_at,G198
19,CDH5 Chr:16q22.1,808,204677_at,G198
20,LTBP2 Chr:14q24,812,204682_at,G198
12,SNAI2 Chr:8q11,1670,213139_at,G197
13,PLXDC1 Chr:17q21.1,1807,214081_at,G197
14,NOX4 Chr:11q14.2-q21,2166,219773_at,G197
15,COL5A2 Chr:2q14-q32,2258,221729_at,G197
16,COL5A2 Chr:2q14-q32,2259,221730_at,G197
17,ITGA1 Chr:5q11.2,2669,226731_at,G197
13,COL4A1 Chr:13q34,1558,211980_at,G199
14,COL4A1 Chr:13q34,1559,211981_at,G199
15,FN1 Chr:2q34,1600,212464_s_at,G199
16,FN1 Chr:2q34,1948,216442_x_at,G199
17,COL5A2 Chr:2q14-q32,2258,221729_at,G199
18,COL5A2 Chr:2q14-q32,2259,221730_at,G199
19,ITGA1 Chr:5q11.2,2669,226731_at,G199
21,ENPEP Chr:4q25,851,204844_at,G198
22,ANGPT2 Chr:8p23.1,984,205572_at,G198
23,SERPINH1 Chr:11q13.5,1183,207714_s_at,G198
24,FN1 Chr:2q34,1468,210495_x_at,G198
25,ANGPT2 Chr:8p23.1,1510,211148_s_at,G198
26,--- ---,1511,211161_s_at,G198
27,COL13A1 Chr:10q22,1516,211343_s_at,G198
28,LAMB1 Chr:7q22,1532,211651_s_at,G198
29,FN1 Chr:2q34,1541,211719_x_at,G198
30,COL4A2 Chr:13q34,1556,211964_at,G198
31,COL4A2 Chr:13q34,1557,211966_at,G198
32,COL4A1 Chr:13q34,1558,211980_at,G198
33,COL4A1 Chr:13q34,1559,211981_at,G198
34,NRP1 Chr:10p12,1586,212298_at,G198
35,MYO1B Chr:2q12-q34,1596,212364_at,G198
36,FN1 Chr:2q34,1600,212464_s_at,G198
37,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G198
38,SNAI2 Chr:8q11,1670,213139_at,G198
39,PLXDC1 Chr:17q21.1,1807,214081_at,G198
40,COL3A1 Chr:2q31,1892,215076_s_at,G198
41,FN1 Chr:2q34,1948,216442_x_at,G198
42,NOX4 Chr:11q14.2-q21,2166,219773_at,G198
43,COL5A2 Chr:2q14-q32,2258,221729_at,G198
44,COL5A2 Chr:2q14-q32,2259,221730_at,G198
45,ETS1 Chr:11q23.3,2464,224833_at,G198
46,MGC4677 Chr:2p11.2,2557,225799_at,G198
47,--- ---,2613,226311_at,G198
48,ITGA1 Chr:5q11.2,2669,226731_at,G198
49,COL1A2 Chr:7q22.1,3001,229218_at,G198
50,COL3A1 Chr:2q31,3304,232458_at,G198
51,FLJ12847 Chr:8p23.1,3456,236034_at,G198
52,FLJ12847 Chr:8p23.1,3531,237261_at,G198
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G200
2,KDELR2 Chr:7p22.2,216,200700_s_at,G200
3,LAMC1 Chr:1q31,220,200771_at,G200
4,COL6A3 Chr:2q37,294,201438_at,G200
5,LAMB1 Chr:7q22,299,201505_at,G200
6,LUM Chr:12q21.3-q22,325,201744_s_at,G200
7,COL3A1 Chr:2q31,338,201852_x_at,G200
8,NID Chr:1q43,358,202007_at,G200
9,LAMA4 Chr:6q21,381,202202_s_at,G200
10,MGP Chr:12p13.1-p12.3,394,202291_s_at,G200
11,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G200
12,SEC24D Chr:4q27,403,202375_at,G200
13,COL1A2 Chr:7q22.1,409,202403_s_at,G200
14,COL1A2 Chr:7q22.1,410,202404_s_at,G200
15,PCOLCE Chr:7q22,424,202465_at,G200
16,FBN1 Chr:15q21.1,472,202766_s_at,G200
17,C1QR1 Chr:20p11.22,487,202878_s_at,G200
18,LOXL2 Chr:8p21.3-p21.2,511,202998_s_at,G200
19,IGFBP6 Chr:12q13,631,203851_at,G200
20,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G200
21,LTBP2 Chr:14q24,812,204682_at,G200
22,ENPEP Chr:4q25,851,204844_at,G200
23,SERPINH1 Chr:11q13.5,1183,207714_s_at,G200
24,FN1 Chr:2q34,1468,210495_x_at,G200
25,--- ---,1511,211161_s_at,G200
26,COL13A1 Chr:10q22,1516,211343_s_at,G200
27,LAMB1 Chr:7q22,1532,211651_s_at,G200
28,FN1 Chr:2q34,1541,211719_x_at,G200
29,COL4A2 Chr:13q34,1556,211964_at,G200
30,COL4A2 Chr:13q34,1557,211966_at,G200
31,COL4A1 Chr:13q34,1558,211980_at,G200
32,COL4A1 Chr:13q34,1559,211981_at,G200
33,NRP1 Chr:10p12,1586,212298_at,G200
34,FN1 Chr:2q34,1600,212464_s_at,G200
35,COL5A1 Chr:9q34.2-q34.3,1603,212488_at,G200
36,SNAI2 Chr:8q11,1670,213139_at,G200
37,PLXDC1 Chr:17q21.1,1807,214081_at,G200
38,COL3A1 Chr:2q31,1892,215076_s_at,G200
39,FN1 Chr:2q34,1948,216442_x_at,G200
40,COL5A2 Chr:2q14-q32,2258,221729_at,G200
41,COL5A2 Chr:2q14-q32,2259,221730_at,G200
42,CTHRC1 Chr:8q22.3,2543,225681_at,G200
43,MGC4677 Chr:2p11.2,2557,225799_at,G200
44,--- ---,2613,226311_at,G200
45,ITGA1 Chr:5q11.2,2669,226731_at,G200
46,--- ---,2798,227628_at,G200
47,--- ---,2949,228776_at,G200
48,COL1A2 Chr:7q22.1,3001,229218_at,G200
49,COL3A1 Chr:2q31,3304,232458_at,G200
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G202
2,COL6A3 Chr:2q37,294,201438_at,G202
3,LUM Chr:12q21.3-q22,325,201744_s_at,G202
4,COL3A1 Chr:2q31,338,201852_x_at,G202
5,MGP Chr:12p13.1-p12.3,394,202291_s_at,G202
6,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G202
7,COL1A2 Chr:7q22.1,409,202403_s_at,G202
8,COL1A2 Chr:7q22.1,410,202404_s_at,G202
9,PCOLCE Chr:7q22,424,202465_at,G202
10,C1QR1 Chr:20p11.22,487,202878_s_at,G202
11,PDLIM1 Chr:10q22-q26.3,1235,208690_s_at,G202
12,--- ---,1511,211161_s_at,G202
13,NRP1 Chr:10p12,1586,212298_at,G202
14,COL3A1 Chr:2q31,1892,215076_s_at,G202
15,CTHRC1 Chr:8q22.3,2543,225681_at,G202
16,COL1A2 Chr:7q22.1,3001,229218_at,G202
1,COL1A1 Chr:17q21.3-q22.1,96,1556499_s_at,G201
2,KDELR2 Chr:7p22.2,216,200700_s_at,G201
3,LAMC1 Chr:1q31,220,200771_at,G201
4,COL6A3 Chr:2q37,294,201438_at,G201
5,LAMB1 Chr:7q22,299,201505_at,G201
6,LUM Chr:12q21.3-q22,325,201744_s_at,G201
7,COL3A1 Chr:2q31,338,201852_x_at,G201
8,NID Chr:1q43,358,202007_at,G201
9,VWF Chr:12p13.3,371,202112_at,G201
10,LAMA4 Chr:6q21,381,202202_s_at,G201
11,MGP Chr:12p13.1-p12.3,394,202291_s_at,G201
12,COL1A1 Chr:17q21.3-q22.1,397,202310_s_at,G201
13,SEC24D Chr:4q27,403,202375_at,G201
14,COL1A2 Chr:7q22.1,409,202403_s_at,G201
15,COL1A2 Chr:7q22.1,410,202404_s_at,G201
16,PCOLCE Chr:7q22,424,202465_at,G201
17,FBN1 Chr:15q21.1,472,202766_s_at,G201
