index,geneDescription,pos,geneId,cluster
1,TOP2A Chr:17q21-q22,276,201291_s_at,G409
1,TOP2A Chr:17q21-q22,276,201291_s_at,G410
1,MAD2L1 Chr:4q27,554,203362_s_at,G411
21,LOC128153 Chr:1q41,3187,230763_at,G405
22,FLJ31196 Chr:17p11.2,3216,231068_at,G405
23,MGC20470 Chr:11p15.4,3217,231077_at,G405
24,C10orf79 Chr:10q25.1,3218,231084_at,G405
25,MGC35194 Chr:1p36.21,3241,231549_at,G405
26,HYDIN Chr:16q22.2,3325,232984_at,G405
27,--- ---,3426,235658_at,G405
28,FLJ32783 Chr:Xp11.23,3450,235946_at,G405
29,LOC129881 Chr:2q31.1,3518,236909_at,G405
30,KIAA0266 Chr:13q12.2-q13.3,3527,237168_at,G405
12,ASPM Chr:1q31,2178,219918_s_at,G407
13,HSPC150 Chr:1q32.1,2365,223229_at,G407
14,CDCA1 Chr:1q23.2,2377,223381_at,G407
15,XTP1 Chr:5q12.1,2704,226980_at,G407
16,KIF14 Chr:1pter-q31.3,3503,236641_at,G407
11,PTTG1 Chr:5q35.1,584,203554_x_at,G408
12,BUB1B Chr:15q15,617,203755_at,G408
13,DLG7 Chr:14q22.2,618,203764_at,G408
14,ZWINT Chr:10q21-q22,669,204026_s_at,G408
15,TRIP13 Chr:5p15.33,671,204033_at,G408
16,PIR51 Chr:12p13.2-p13.1,697,204146_at,G408
17,KNTC2 Chr:18p11.31,704,204162_at,G408
18,CKS2 Chr:9q22,707,204170_s_at,G408
19,ASK Chr:7q21.3,720,204244_s_at,G408
20,KIF11 Chr:10q24.1,759,204444_at,G408
12,FLJ22843 Chr:xp11.4,2216,220591_s_at,G406
13,HSPC065 Chr:16q13,2343,222890_at,G406
14,DKFZP434H0115 Chr:17q21.31,2423,223924_at,G406
15,MGC13040 Chr:11q22.2,2439,224463_s_at,G406
16,KIAA1505 Chr:7p12.3,2724,227091_at,G406
17,LOC128344 Chr:1p13.2,2857,228100_at,G406
18,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G406
19,TTC18 Chr:10q22.3,2997,229169_at,G406
20,TTC18 Chr:10q22.3,2998,229170_s_at,G406
21,FLJ23129 Chr:1p31.3,3075,229816_at,G406
2,TOP2A Chr:17q21-q22,277,201292_at,G409
3,RRM2 Chr:2p25-p24,344,201890_at,G409
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G409
5,FOXM1 Chr:12p13,439,202580_x_at,G409
6,TYMS Chr:18p11.32,442,202589_at,G409
7,CCNB2 Chr:15q21.3,459,202705_at,G409
8,CDC20 Chr:1p34.1,486,202870_s_at,G409
9,CDC2 Chr:10q21.1,532,203213_at,G409
10,EZH2 Chr:7q35-q36,553,203358_s_at,G409
11,MAD2L1 Chr:4q27,554,203362_s_at,G409
12,PTTG1 Chr:5q35.1,584,203554_x_at,G409
2,TOP2A Chr:17q21-q22,277,201292_at,G410
3,RRM2 Chr:2p25-p24,344,201890_at,G410
4,MCM2 Chr:3q21,370,202107_s_at,G410
5,IGSF3 Chr:1p13,414,202421_at,G410
6,KIAA0101 Chr:15q22.1,429,202503_s_at,G410
7,FOXM1 Chr:12p13,439,202580_x_at,G410
8,CCNB2 Chr:15q21.3,459,202705_at,G410
9,CDC20 Chr:1p34.1,486,202870_s_at,G410
10,CDC2 Chr:10q21.1,532,203213_at,G410
11,EZH2 Chr:7q35-q36,553,203358_s_at,G410
2,GGH Chr:8q12.2,585,203560_at,G411
3,TRIP13 Chr:5p15.33,671,204033_at,G411
4,NEK2 Chr:1q32.2-q41,801,204641_at,G411
5,TTK Chr:6q13-q21,846,204822_at,G411
6,MELK Chr:9p13.1,848,204825_at,G411
7,CENPE Chr:4q24-q25,886,205046_at,G411
8,KIAA0186 Chr:20p11.21,1062,206102_at,G411
9,CENPF Chr:1q32-q41,1288,209172_s_at,G411
10,FBXO5 Chr:6q25-q26,2066,218875_s_at,G411
11,TOPK Chr:8p21.2,2094,219148_at,G411
31,DNCL2B Chr:16q23.3,3561,238116_at,G405
32,LOC146845 Chr:17p13.1,3653,239916_at,G405
33,DNAH9 Chr:17p12,3677,240857_at,G405
34,--- ---,3684,241310_at,G405
35,FLJ23129 Chr:1p31.3,42,1554140_at,G405
36,FLJ40873 Chr:1p31.3,32,1553635_s_at,G405
37,FLJ33620 Chr:3q26.2,43,1554298_a_at,G405
21,NEK2 Chr:1q32.2-q41,801,204641_at,G408
22,TTK Chr:6q13-q21,846,204822_at,G408
23,MELK Chr:9p13.1,848,204825_at,G408
24,CENPA Chr:2p24-p21,868,204962_s_at,G408
25,CENPE Chr:4q24-q25,886,205046_at,G408
26,KIAA0186 Chr:20p11.21,1062,206102_at,G408
27,CENPF Chr:1q32-q41,1192,207828_s_at,G408
28,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G408
29,HMGB2 Chr:4q31,1242,208808_s_at,G408
30,CENPF Chr:1q32-q41,1288,209172_s_at,G408
22,TSGA2 Chr:21q22.3,3107,230093_at,G406
23,LOC128153 Chr:1q41,3187,230763_at,G406
24,FLJ31196 Chr:17p11.2,3216,231068_at,G406
25,MGC20470 Chr:11p15.4,3217,231077_at,G406
26,C10orf79 Chr:10q25.1,3218,231084_at,G406
27,MGC35194 Chr:1p36.21,3241,231549_at,G406
28,HYDIN Chr:16q22.2,3325,232984_at,G406
29,PF6 Chr:1p12,3340,233516_s_at,G406
30,--- ---,3426,235658_at,G406
31,FLJ32783 Chr:Xp11.23,3450,235946_at,G406
32,AAT1 Chr:3q12-q13.3,3470,236222_at,G406
13,GGH Chr:8q12.2,585,203560_at,G409
14,BUB1B Chr:15q15,617,203755_at,G409
15,DLG7 Chr:14q22.2,618,203764_at,G409
16,ZWINT Chr:10q21-q22,669,204026_s_at,G409
17,TRIP13 Chr:5p15.33,671,204033_at,G409
18,PIR51 Chr:12p13.2-p13.1,697,204146_at,G409
19,KNTC2 Chr:18p11.31,704,204162_at,G409
20,CKS2 Chr:9q22,707,204170_s_at,G409
21,SMC2L1 Chr:9q31.2,719,204240_s_at,G409
22,ASK Chr:7q21.3,720,204244_s_at,G409
23,KIF11 Chr:10q24.1,759,204444_at,G409
12,MAD2L1 Chr:4q27,554,203362_s_at,G410
13,PTTG1 Chr:5q35.1,584,203554_x_at,G410
14,GGH Chr:8q12.2,585,203560_at,G410
15,BUB1B Chr:15q15,617,203755_at,G410
16,DLG7 Chr:14q22.2,618,203764_at,G410
17,RFC4 Chr:3q27,668,204023_at,G410
18,ZWINT Chr:10q21-q22,669,204026_s_at,G410
19,TRIP13 Chr:5p15.33,671,204033_at,G410
20,PIR51 Chr:12p13.2-p13.1,697,204146_at,G410
21,KNTC2 Chr:18p11.31,704,204162_at,G410
12,KNSL7 Chr:3p21.32,2116,219306_at,G411
13,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G411
14,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G411
15,ATAD2 Chr:8q24.13,2324,222740_at,G411
16,HSPC150 Chr:1q32.1,2365,223229_at,G411
17,CDCA1 Chr:1q23.2,2377,223381_at,G411
18,E2F7 Chr:12q21.1,2843,228033_at,G411
19,CCNB1 Chr:5q12,2941,228729_at,G411
1,TOP2A Chr:17q21-q22,276,201291_s_at,G412
31,BUB1 Chr:2q14,1362,209642_at,G408
32,RRM2 Chr:2p25-p24,1383,209773_s_at,G408
33,TPX2 Chr:20q11.2,1429,210052_s_at,G408
34,CDC2 Chr:10q21.1,1475,210559_s_at,G408
35,FLJ10719 Chr:15q25-q26,1657,213007_at,G408
36,PMSCL1 Chr:4q27,1681,213226_at,G408
37,CCNB1 Chr:5q12,1858,214710_s_at,G408
38,PRC1 Chr:15q26.1,2002,218009_s_at,G408
39,NUSAP1 Chr:15q14,2003,218039_at,G408
40,KIF4A Chr:xq13.1,2019,218355_at,G408
33,--- ---,3481,236325_at,G406
34,LOC165186 Chr:2p23.3,3508,236717_at,G406
35,LOC129881 Chr:2q31.1,3518,236909_at,G406
36,KIAA0266 Chr:13q12.2-q13.3,3527,237168_at,G406
37,AKAP28 Chr:xq25,3533,237281_at,G406
38,DNCL2B Chr:16q23.3,3561,238116_at,G406
39,--- Chr:5q22.1,3647,239776_at,G406
40,LOC146845 Chr:17p13.1,3653,239916_at,G406
41,FLJ25333 Chr:5q15,3659,240065_at,G406
42,DNAH9 Chr:17p12,3677,240857_at,G406
24,CDC7 Chr:1p22,776,204510_at,G409
25,NEK2 Chr:1q32.2-q41,801,204641_at,G409
26,TTK Chr:6q13-q21,846,204822_at,G409
27,MELK Chr:9p13.1,848,204825_at,G409
28,CENPA Chr:2p24-p21,868,204962_s_at,G409
29,CENPE Chr:4q24-q25,886,205046_at,G409
30,KIAA0186 Chr:20p11.21,1062,206102_at,G409
31,CENPF Chr:1q32-q41,1192,207828_s_at,G409
32,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G409
33,HMGB2 Chr:4q31,1242,208808_s_at,G409
22,SMC2L1 Chr:9q31.2,719,204240_s_at,G410
23,KIF11 Chr:10q24.1,759,204444_at,G410
24,NEK2 Chr:1q32.2-q41,801,204641_at,G410
25,TTK Chr:6q13-q21,846,204822_at,G410
26,MELK Chr:9p13.1,848,204825_at,G410
27,CENPA Chr:2p24-p21,868,204962_s_at,G410
28,CCNE2 Chr:8q22.1,885,205034_at,G410
29,CHEK1 Chr:11q24-q24,941,205394_at,G410
30,KIAA0186 Chr:20p11.21,1062,206102_at,G410
31,APOBEC3B Chr:22q13.1-q13.2,1115,206632_s_at,G410
2,TOP2A Chr:17q21-q22,277,201292_at,G412
3,RRM2 Chr:2p25-p24,344,201890_at,G412
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G412
5,CCNB2 Chr:15q21.3,459,202705_at,G412
6,CDC2 Chr:10q21.1,532,203213_at,G412
7,KNTC2 Chr:18p11.31,704,204162_at,G412
8,CENPA Chr:2p24-p21,868,204962_s_at,G412
9,CHEK1 Chr:11q24-q24,941,205394_at,G412
10,HIST1H4C Chr:6p21.3,1038,205967_at,G412
41,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G408
42,HCAP-G Chr:4p16-p15,2040,218662_s_at,G408
43,HCAP-G Chr:4p16-p15,2041,218663_at,G408
44,FBXO5 Chr:6q25-q26,2066,218875_s_at,G408
45,KLIP1 Chr:4q35.1,2069,218883_s_at,G408
46,TOPK Chr:8p21.2,2094,219148_at,G408
47,KNSL7 Chr:3p21.32,2116,219306_at,G408
48,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G408
49,ASPM Chr:1q31,2178,219918_s_at,G408
50,Pfs2 Chr:16q24.1,2243,221521_s_at,G408
43,--- ---,3684,241310_at,G406
44,NYD-SP29 Chr:1p22.3,3774,243087_at,G406
45,LOC161577 Chr:15q21.2,3779,243198_at,G406
46,FLJ40427 Chr:3p21.2,3798,243802_at,G406
47,FLJ23129 Chr:1p31.3,42,1554140_at,G406
48,AAT1 Chr:3q12-q13.3,50,1554528_at,G406
49,FLJ40873 Chr:1p31.3,32,1553635_s_at,G406
50,FLJ33620 Chr:3q26.2,43,1554298_a_at,G406
34,CENPF Chr:1q32-q41,1288,209172_s_at,G409
35,BUB1 Chr:2q14,1362,209642_at,G409
36,RRM2 Chr:2p25-p24,1383,209773_s_at,G409
37,TPX2 Chr:20q11.2,1429,210052_s_at,G409
38,CDC2 Chr:10q21.1,1475,210559_s_at,G409
39,MCM7 Chr:7q21.3-q22.1,1500,210983_s_at,G409
40,FLJ10719 Chr:15q25-q26,1657,213007_at,G409
41,PMSCL1 Chr:4q27,1681,213226_at,G409
42,MYBL1 Chr:8q22,1776,213906_at,G409
32,HMMR Chr:5q33.2-qter,1159,207165_at,G410
33,CENPF Chr:1q32-q41,1192,207828_s_at,G410
34,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G410
35,CENPF Chr:1q32-q41,1288,209172_s_at,G410
36,BUB1 Chr:2q14,1362,209642_at,G410
37,RRM2 Chr:2p25-p24,1383,209773_s_at,G410
38,TPX2 Chr:20q11.2,1429,210052_s_at,G410
39,CDC2 Chr:10q21.1,1475,210559_s_at,G410
40,FLJ10719 Chr:15q25-q26,1657,213007_at,G410
41,PMSCL1 Chr:4q27,1681,213226_at,G410
11,APOBEC3B Chr:22q13.1-q13.2,1115,206632_s_at,G412
12,PMSCL1 Chr:4q27,1681,213226_at,G412
13,CYP3A5 Chr:7q21.1,1824,214235_at,G412
14,KIF4A Chr:xq13.1,2019,218355_at,G412
15,KLIP1 Chr:4q35.1,2069,218883_s_at,G412
16,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G412
17,SLC4A11 Chr:20p12,2416,223748_at,G412
18,MGC57827 ---,2562,225834_at,G412
19,AF15Q14 Chr:15q14,2882,228323_at,G412
20,KIF14 Chr:1pter-q31.3,3503,236641_at,G412
51,LOC146909 Chr:17q21.31,2289,222039_at,G408
52,RACGAP1 Chr:12q13.12,2292,222077_s_at,G408
53,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G408
54,ATAD2 Chr:8q24.13,2324,222740_at,G408
55,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G408
56,HSPC150 Chr:1q32.1,2365,223229_at,G408
57,CDCA1 Chr:1q23.2,2377,223381_at,G408
58,CDCA7 Chr:2q31,2437,224428_s_at,G408
59,MGC57827 ---,2562,225834_at,G408
43,CCNB1 Chr:5q12,1858,214710_s_at,G409
44,MCM5 Chr:22q13.1,1943,216237_s_at,G409
45,PRC1 Chr:15q26.1,2002,218009_s_at,G409
46,NUSAP1 Chr:15q14,2003,218039_at,G409
47,KIF4A Chr:xq13.1,2019,218355_at,G409
48,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G409
49,HCAP-G Chr:4p16-p15,2040,218662_s_at,G409
50,HCAP-G Chr:4p16-p15,2041,218663_at,G409
51,KIF20A Chr:5q31,2052,218755_at,G409
52,FBXO5 Chr:6q25-q26,2066,218875_s_at,G409
42,MYBL1 Chr:8q22,1776,213906_at,G410
43,CCNB1 Chr:5q12,1858,214710_s_at,G410
44,MCM5 Chr:22q13.1,1943,216237_s_at,G410
45,PRC1 Chr:15q26.1,2002,218009_s_at,G410
46,NUSAP1 Chr:15q14,2003,218039_at,G410
47,KIF4A Chr:xq13.1,2019,218355_at,G410
48,C10orf3 Chr:10q23.33,2029,218542_at,G410
49,RAMP Chr:1q32.1-q32.2,2034,218585_s_at,G410
50,HCAP-G Chr:4p16-p15,2040,218662_s_at,G410
51,HCAP-G Chr:4p16-p15,2041,218663_at,G410
52,KIF20A Chr:5q31,2052,218755_at,G410
60,XTP1 Chr:5q12.1,2704,226980_at,G408
61,NDE1 Chr:16p13.11,2745,227249_at,G408
62,FLJ11029 Chr:17q23.2,2878,228273_at,G408
63,AF15Q14 Chr:15q14,2882,228323_at,G408
64,CCNB1 Chr:5q12,2941,228729_at,G408
65,KLIP1 Chr:4q35.1,3018,229305_at,G408
66,SGOL2 Chr:2q33.2,3118,230165_at,G408
67,SGOL2 Chr:2q33.2,3404,235425_at,G408
68,KIF14 Chr:1pter-q31.3,3503,236641_at,G408
53,KLIP1 Chr:4q35.1,2069,218883_s_at,G409
54,TOPK Chr:8p21.2,2094,219148_at,G409
55,KNSL7 Chr:3p21.32,2116,219306_at,G409
56,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G409
57,ASPM Chr:1q31,2178,219918_s_at,G409
58,Pfs2 Chr:16q24.1,2243,221521_s_at,G409
59,LOC146909 Chr:17q21.31,2289,222039_at,G409
60,RACGAP1 Chr:12q13.12,2292,222077_s_at,G409
61,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G409
53,KLIP1 Chr:4q35.1,2069,218883_s_at,G410
54,TOPK Chr:8p21.2,2094,219148_at,G410
55,KNSL7 Chr:3p21.32,2116,219306_at,G410
56,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G410
57,ASPM Chr:1q31,2178,219918_s_at,G410
58,KLHL7 Chr:7p15.3,2200,220239_at,G410
59,Pfs2 Chr:16q24.1,2243,221521_s_at,G410
60,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G410
61,FIGNL1 Chr:7p12.2,2333,222843_at,G410
69,LOC283431 Chr:12q23.3,3593,238756_at,G408
70,FANCD2 Chr:3p26,3751,242560_at,G408
62,ATAD2 Chr:8q24.13,2324,222740_at,G409
63,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G409
64,HSPC150 Chr:1q32.1,2365,223229_at,G409
65,CDCA1 Chr:1q23.2,2377,223381_at,G409
66,CDCA7 Chr:2q31,2437,224428_s_at,G409
67,RAM2 Chr:7p15.3,2488,225081_s_at,G409
68,UHRF1 Chr:19p13.3,2538,225655_at,G409
69,MGC57827 ---,2562,225834_at,G409
70,THOC4 Chr:17q25.3,2614,226319_s_at,G409
62,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G410
63,HSPC150 Chr:1q32.1,2365,223229_at,G410
64,CDCA1 Chr:1q23.2,2377,223381_at,G410
65,RAM2 Chr:7p15.3,2488,225081_s_at,G410
66,XTP1 Chr:5q12.1,2704,226980_at,G410
67,NDE1 Chr:16p13.11,2745,227249_at,G410
68,--- ---,2756,227350_at,G410
69,E2F7 Chr:12q21.1,2843,228033_at,G410
70,AF15Q14 Chr:15q14,2882,228323_at,G410
71,CCNB1 Chr:5q12,2941,228729_at,G410
71,XTP1 Chr:5q12.1,2704,226980_at,G409
72,NDE1 Chr:16p13.11,2745,227249_at,G409
73,--- ---,2756,227350_at,G409
74,E2F7 Chr:12q21.1,2843,228033_at,G409
75,FLJ11029 Chr:17q23.2,2878,228273_at,G409
76,AF15Q14 Chr:15q14,2882,228323_at,G409
77,CCNB1 Chr:5q12,2941,228729_at,G409
78,KLIP1 Chr:4q35.1,3018,229305_at,G409
79,IQGAP3 Chr:1q23.1,3039,229490_s_at,G409
80,SGOL2 Chr:2q33.2,3118,230165_at,G409
72,KLIP1 Chr:4q35.1,3018,229305_at,G410
73,IQGAP3 Chr:1q23.1,3039,229490_s_at,G410
74,LOC283431 Chr:12q23.3,3593,238756_at,G410
75,FANCD2 Chr:3p26,3751,242560_at,G410
81,SGOL2 Chr:2q33.2,3404,235425_at,G409
82,KIF14 Chr:1pter-q31.3,3503,236641_at,G409
83,LOC283431 Chr:12q23.3,3593,238756_at,G409
84,FANCD2 Chr:3p26,3751,242560_at,G409
1,MAD2L1 Chr:4q27,554,203362_s_at,G413
2,GGH Chr:8q12.2,585,203560_at,G413
3,ZWINT Chr:10q21-q22,669,204026_s_at,G413
4,TRIP13 Chr:5p15.33,671,204033_at,G413
5,NEK2 Chr:1q32.2-q41,801,204641_at,G413
6,TTK Chr:6q13-q21,846,204822_at,G413
7,MELK Chr:9p13.1,848,204825_at,G413
8,CENPE Chr:4q24-q25,886,205046_at,G413
9,KIAA0186 Chr:20p11.21,1062,206102_at,G413
10,CENPF Chr:1q32-q41,1288,209172_s_at,G413
11,CDC2 Chr:10q21.1,1475,210559_s_at,G413
12,FBXO5 Chr:6q25-q26,2066,218875_s_at,G413
13,TOPK Chr:8p21.2,2094,219148_at,G413
14,KNSL7 Chr:3p21.32,2116,219306_at,G413
15,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G413
16,LOC146909 Chr:17q21.31,2289,222039_at,G413
17,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G413
18,ATAD2 Chr:8q24.13,2324,222740_at,G413
19,HSPC150 Chr:1q32.1,2365,223229_at,G413
20,CDCA1 Chr:1q23.2,2377,223381_at,G413
21,E2F7 Chr:12q21.1,2843,228033_at,G413
22,FLJ11029 Chr:17q23.2,2878,228273_at,G413
23,CCNB1 Chr:5q12,2941,228729_at,G413
1,FOXM1 Chr:12p13,439,202580_x_at,G414
2,MAD2L1 Chr:4q27,554,203362_s_at,G414
3,GGH Chr:8q12.2,585,203560_at,G414
4,ZWINT Chr:10q21-q22,669,204026_s_at,G414
5,TRIP13 Chr:5p15.33,671,204033_at,G414
6,PIR51 Chr:12p13.2-p13.1,697,204146_at,G414
7,SMC2L1 Chr:9q31.2,719,204240_s_at,G414
8,NEK2 Chr:1q32.2-q41,801,204641_at,G414
9,TTK Chr:6q13-q21,846,204822_at,G414
10,MELK Chr:9p13.1,848,204825_at,G414
11,CENPE Chr:4q24-q25,886,205046_at,G414
1,TOP2A Chr:17q21-q22,276,201291_s_at,G415
12,KIAA0186 Chr:20p11.21,1062,206102_at,G414
13,HMMR Chr:5q33.2-qter,1159,207165_at,G414
14,CENPF Chr:1q32-q41,1288,209172_s_at,G414
15,TPX2 Chr:20q11.2,1429,210052_s_at,G414
16,CDC2 Chr:10q21.1,1475,210559_s_at,G414
17,NUSAP1 Chr:15q14,2003,218039_at,G414
18,FBXO5 Chr:6q25-q26,2066,218875_s_at,G414
19,TOPK Chr:8p21.2,2094,219148_at,G414
20,KNSL7 Chr:3p21.32,2116,219306_at,G414
21,ECT2 Chr:3q26.1-q26.2,2169,219787_s_at,G414
2,TOP2A Chr:17q21-q22,277,201292_at,G415
3,RRM2 Chr:2p25-p24,344,201890_at,G415
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G415
5,CCNB2 Chr:15q21.3,459,202705_at,G415
6,CDC2 Chr:10q21.1,532,203213_at,G415
7,BUB1B Chr:15q15,617,203755_at,G415
8,DLG7 Chr:14q22.2,618,203764_at,G415
9,KNTC2 Chr:18p11.31,704,204162_at,G415
10,CENPA Chr:2p24-p21,868,204962_s_at,G415
22,LOC146909 Chr:17q21.31,2289,222039_at,G414
23,RACGAP1 Chr:12q13.12,2292,222077_s_at,G414
24,RAMP Chr:1q32.1-q32.2,2318,222680_s_at,G414
25,ATAD2 Chr:8q24.13,2324,222740_at,G414
26,FIGNL1 Chr:7p12.2,2333,222843_at,G414
27,HSPC150 Chr:1q32.1,2365,223229_at,G414
28,CDCA1 Chr:1q23.2,2377,223381_at,G414
29,E2F7 Chr:12q21.1,2843,228033_at,G414
11,CHEK1 Chr:11q24-q24,941,205394_at,G415
12,HIST1H4C Chr:6p21.3,1038,205967_at,G415
13,APOBEC3B Chr:22q13.1-q13.2,1115,206632_s_at,G415
14,BUB1 Chr:2q14,1362,209642_at,G415
15,RRM2 Chr:2p25-p24,1383,209773_s_at,G415
16,PMSCL1 Chr:4q27,1681,213226_at,G415
17,CYP3A5 Chr:7q21.1,1824,214235_at,G415
18,KIF4A Chr:xq13.1,2019,218355_at,G415
19,HCAP-G Chr:4p16-p15,2040,218662_s_at,G415
30,FLJ11029 Chr:17q23.2,2878,228273_at,G414
31,CCNB1 Chr:5q12,2941,228729_at,G414
32,ZNF367 Chr:9q22,3045,229551_x_at,G414
33,SGOL2 Chr:2q33.2,3118,230165_at,G414
34,LOC283431 Chr:12q23.3,3593,238756_at,G414
20,KIF20A Chr:5q31,2052,218755_at,G415
21,KLIP1 Chr:4q35.1,2069,218883_s_at,G415
22,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G415
23,SLC4A11 Chr:20p12,2416,223748_at,G415
24,MGC57827 ---,2562,225834_at,G415
25,AF15Q14 Chr:15q14,2882,228323_at,G415
26,IQGAP3 Chr:1q23.1,3039,229490_s_at,G415
27,KIF14 Chr:1pter-q31.3,3503,236641_at,G415
1,TOP2A Chr:17q21-q22,276,201291_s_at,G417
2,TOP2A Chr:17q21-q22,277,201292_at,G417
3,RRM2 Chr:2p25-p24,344,201890_at,G417
4,FOXM1 Chr:12p13,439,202580_x_at,G417
5,TYMS Chr:18p11.32,442,202589_at,G417
6,CCNB2 Chr:15q21.3,459,202705_at,G417
7,CDC20 Chr:1p34.1,486,202870_s_at,G417
8,CDC2 Chr:10q21.1,532,203213_at,G417
9,EZH2 Chr:7q35-q36,553,203358_s_at,G417
10,MAD2L1 Chr:4q27,554,203362_s_at,G417
11,PTTG1 Chr:5q35.1,584,203554_x_at,G417
12,GGH Chr:8q12.2,585,203560_at,G417
13,BUB1B Chr:15q15,617,203755_at,G417
14,DLG7 Chr:14q22.2,618,203764_at,G417
15,ZWINT Chr:10q21-q22,669,204026_s_at,G417
16,TRIP13 Chr:5p15.33,671,204033_at,G417
17,PIR51 Chr:12p13.2-p13.1,697,204146_at,G417
18,KNTC2 Chr:18p11.31,704,204162_at,G417
1,TOP2A Chr:17q21-q22,276,201291_s_at,G418
1,TOP2A Chr:17q21-q22,276,201291_s_at,G419
1,TOP2A Chr:17q21-q22,276,201291_s_at,G416
19,CKS2 Chr:9q22,707,204170_s_at,G417
20,SMC2L1 Chr:9q31.2,719,204240_s_at,G417
21,ASK Chr:7q21.3,720,204244_s_at,G417
22,KIF11 Chr:10q24.1,759,204444_at,G417
23,NEK2 Chr:1q32.2-q41,801,204641_at,G417
24,TTK Chr:6q13-q21,846,204822_at,G417
25,MELK Chr:9p13.1,848,204825_at,G417
26,CENPA Chr:2p24-p21,868,204962_s_at,G417
27,CCNE2 Chr:8q22.1,885,205034_at,G417
2,TOP2A Chr:17q21-q22,277,201292_at,G418
3,RRM2 Chr:2p25-p24,344,201890_at,G418
4,KIAA0101 Chr:15q22.1,429,202503_s_at,G418
5,FOXM1 Chr:12p13,439,202580_x_at,G418
6,TYMS Chr:18p11.32,442,202589_at,G418
7,CCNB2 Chr:15q21.3,459,202705_at,G418
8,CDC20 Chr:1p34.1,486,202870_s_at,G418
9,CDC2 Chr:10q21.1,532,203213_at,G418
10,EZH2 Chr:7q35-q36,553,203358_s_at,G418
11,MAD2L1 Chr:4q27,554,203362_s_at,G418
12,PTTG1 Chr:5q35.1,584,203554_x_at,G418
2,TOP2A Chr:17q21-q22,277,201292_at,G419
3,RRM2 Chr:2p25-p24,344,201890_at,G419
4,FOXM1 Chr:12p13,439,202580_x_at,G419
5,TYMS Chr:18p11.32,442,202589_at,G419
6,CDC2 Chr:10q21.1,532,203213_at,G419
7,EZH2 Chr:7q35-q36,553,203358_s_at,G419
8,MAD2L1 Chr:4q27,554,203362_s_at,G419
9,GGH Chr:8q12.2,585,203560_at,G419
10,BUB1B Chr:15q15,617,203755_at,G419
11,ZWINT Chr:10q21-q22,669,204026_s_at,G419
12,TRIP13 Chr:5p15.33,671,204033_at,G419
2,TOP2A Chr:17q21-q22,277,201292_at,G416
3,RRM2 Chr:2p25-p24,344,201890_at,G416
4,FOXM1 Chr:12p13,439,202580_x_at,G416
5,CCNB2 Chr:15q21.3,459,202705_at,G416
6,CDC20 Chr:1p34.1,486,202870_s_at,G416
7,CDC2 Chr:10q21.1,532,203213_at,G416
8,EZH2 Chr:7q35-q36,553,203358_s_at,G416
9,MAD2L1 Chr:4q27,554,203362_s_at,G416
10,PTTG1 Chr:5q35.1,584,203554_x_at,G416
11,BUB1B Chr:15q15,617,203755_at,G416
1,TOP2A Chr:17q21-q22,276,201291_s_at,G420
28,CENPE Chr:4q24-q25,886,205046_at,G417
29,KIAA0186 Chr:20p11.21,1062,206102_at,G417
30,CENPF Chr:1q32-q41,1192,207828_s_at,G417
31,STK6 Chr:20q13.2-q13.3,1204,208079_s_at,G417
32,HMGB2 Chr:4q31,1242,208808_s_at,G417
33,CENPF Chr:1q32-q41,1288,209172_s_at,G417
34,BUB1 Chr:2q14,1362,209642_at,G417
35,RRM2 Chr:2p25-p24,1383,209773_s_at,G417
36,TPX2 Chr:20q11.2,1429,210052_s_at,G417
37,CDC2 Chr:10q21.1,1475,210559_s_at,G417
13,GGH Chr:8q12.2,585,203560_at,G418
14,BUB1B Chr:15q15,617,203755_at,G418
15,DLG7 Chr:14q22.2,618,203764_at,G418
16,ZWINT Chr:10q21-q22,669,204026_s_at,G418
17,TRIP13 Chr:5p15.33,671,204033_at,G418
18,PIR51 Chr:12p13.2-p13.1,697,204146_at,G418
19,KNTC2 Chr:18p11.31,704,204162_at,G418
